,movieId,title,genres
1748,1835,City of Angels (1998),Drama|Fantasy|Romance
1787,1876,Deep Impact (1998),Drama|Sci-Fi|Thriller
1793,1882,Godzilla (1998),Action|Sci-Fi|Thriller
1795,1884,Fear and Loathing in Las Vegas (1998),Adventure|Comedy|Drama
1818,1907,Mulan (1998),Adventure|Animation|Children|Comedy|Drama|Musical|Romance
1820,1909,"X-Files: Fight the Future, The (1998)",Action|Crime|Mystery|Sci-Fi|Thriller
1822,1911,Dr. Dolittle (1998),Comedy
1823,1912,Out of Sight (1998),Comedy|Crime|Drama|Romance|Thriller
1828,1917,Armageddon (1998),Action|Romance|Sci-Fi|Thriller
1829,1918,Lethal Weapon 4 (1998),Action|Comedy|Crime|Thriller
1832,1921,Pi (1998),Drama|Sci-Fi|Thriller
1834,1923,There's Something About Mary (1998),Comedy|Romance
1856,1945,On the Waterfront (1954),Crime|Drama
1858,1947,West Side Story (1961),Drama|Musical|Romance
1863,1952,Midnight Cowboy (1969),Drama
1864,1953,"French Connection, The (1971)",Action|Crime|Thriller
1865,1954,Rocky (1976),Drama
1866,1955,Kramer vs. Kramer (1979),Drama
1868,1957,Chariots of Fire (1981),Drama
1871,1960,"Last Emperor, The (1987)",Drama
1872,1961,Rain Man (1988),Drama
1873,1962,Driving Miss Daisy (1989),Drama
1876,1965,Repo Man (1984),Comedy|Sci-Fi
1878,1967,Labyrinth (1986),Adventure|Fantasy|Musical
1879,1968,"Breakfast Club, The (1985)",Comedy|Drama
1893,1982,Halloween (1978),Horror
1905,1994,Poltergeist (1982),Horror|Thriller
1908,1997,"Exorcist, The (1973)",Horror|Mystery
1911,2000,Lethal Weapon (1987),Action|Comedy|Crime|Drama
1912,2001,Lethal Weapon 2 (1989),Action|Comedy|Crime|Drama
1913,2002,Lethal Weapon 3 (1992),Action|Comedy|Crime|Drama
1914,2003,Gremlins (1984),Comedy|Horror
1916,2005,"Goonies, The (1985)",Action|Adventure|Children|Comedy|Fantasy
1917,2006,"Mask of Zorro, The (1998)",Action|Comedy|Romance
1921,2010,Metropolis (1927),Drama|Sci-Fi
1922,2011,Back to the Future Part II (1989),Adventure|Comedy|Sci-Fi
1923,2012,Back to the Future Part III (1990),Adventure|Comedy|Sci-Fi|Western
1929,2018,Bambi (1942),Animation|Children|Drama
1930,2019,Seven Samurai (Shichinin no samurai) (1954),Action|Adventure|Drama
1931,2020,Dangerous Liaisons (1988),Drama|Romance
1932,2021,Dune (1984),Adventure|Sci-Fi
1934,2023,"Godfather: Part III, The (1990)",Crime|Drama|Mystery|Thriller
1939,2028,Saving Private Ryan (1998),Action|Drama|War
1965,2054,"Honey, I Shrunk the Kids (1989)",Adventure|Children|Comedy|Fantasy|Sci-Fi
1969,2058,"Negotiator, The (1998)",Action|Crime|Drama|Mystery|Thriller
1975,2064,Roger & Me (1989),Documentary
1978,2067,Doctor Zhivago (1965),Drama|Romance|War
1987,2076,Blue Velvet (1986),Drama|Mystery|Thriller
1989,2078,"Jungle Book, The (1967)",Animation|Children|Comedy|Musical
1991,2080,Lady and the Tramp (1955),Animation|Children|Comedy|Romance
1992,2081,"Little Mermaid, The (1989)",Animation|Children|Comedy|Musical|Romance
1996,2085,101 Dalmatians (One Hundred and One Dalmatians) (1961),Adventure|Animation|Children
1998,2087,Peter Pan (1953),Animation|Children|Fantasy|Musical
2004,2094,"Rocketeer, The (1991)",Action|Adventure|Sci-Fi
2006,2096,Sleeping Beauty (1959),Animation|Children|Musical
2010,2100,Splash (1984),Comedy|Fantasy|Romance
2015,2105,Tron (1982),Action|Adventure|Sci-Fi
2018,2108,L.A. Story (1991),Comedy|Romance
2019,2109,"Jerk, The (1979)",Comedy
2025,2115,Indiana Jones and the Temple of Doom (1984),Action|Adventure|Fantasy
2034,2124,"Addams Family, The (1991)",Children|Comedy|Fantasy
2035,2125,Ever After: A Cinderella Story (1998),Comedy|Drama|Romance
2044,2134,Weird Science (1985),Comedy|Fantasy|Sci-Fi
2047,2137,Charlotte's Web (1973),Animation|Children
2050,2140,"Dark Crystal, The (1982)",Adventure|Fantasy
2054,2144,Sixteen Candles (1984),Comedy|Romance
2055,2145,Pretty in Pink (1986),Comedy|Drama|Romance
2060,2150,"Gods Must Be Crazy, The (1980)",Adventure|Comedy
2070,2160,Rosemary's Baby (1968),Drama|Horror|Thriller
2071,2161,"NeverEnding Story, The (1984)",Adventure|Children|Fantasy
2077,2167,Blade (1998),Action|Horror|Thriller
2084,2174,Beetlejuice (1988),Comedy|Fantasy
2096,2186,Strangers on a Train (1951),Crime|Drama|Film-Noir|Thriller
2103,2193,Willow (1988),Action|Adventure|Fantasy
2104,2194,"Untouchables, The (1987)",Action|Crime|Drama
2140,2231,Rounders (1998),Drama
2141,2232,Cube (1997),Horror|Mystery|Sci-Fi|Thriller
2152,2243,Broadcast News (1987),Comedy|Drama|Romance
2157,2248,Say Anything... (1989),Comedy|Drama|Romance
2177,2268,"Few Good Men, A (1992)",Crime|Drama|Thriller
2182,2273,Rush Hour (1998),Action|Comedy|Crime|Thriller
2187,2278,Ronin (1998),Action|Crime|Thriller
2197,2288,"Thing, The (1982)",Action|Horror|Sci-Fi|Thriller
2198,2289,"Player, The (1992)",Comedy|Crime|Drama
2200,2291,Edward Scissorhands (1990),Drama|Fantasy|Romance
2203,2294,Antz (1998),Adventure|Animation|Children|Comedy|Fantasy
2209,2300,"Producers, The (1968)",Comedy
2211,2302,My Cousin Vinny (1992),Comedy
2222,2313,"Elephant Man, The (1980)",Drama
2230,2321,Pleasantville (1998),Comedy|Drama|Fantasy
2233,2324,Life Is Beautiful (La Vita è bella) (1997),Comedy|Drama|Romance|War
2238,2329,American History X (1998),Crime|Drama
2244,2335,"Waterboy, The (1998)",Comedy
2245,2336,Elizabeth (1998),Drama
2249,2340,Meet Joe Black (1998),Romance
2261,2352,"Big Chill, The (1983)",Comedy|Drama
2262,2353,Enemy of the State (1998),Action|Thriller
2264,2355,"Bug's Life, A (1998)",Adventure|Animation|Children|Comedy
2268,2359,Waking Ned Devine (a.k.a. Waking Ned) (1998),Comedy
2275,2366,King Kong (1933),Action|Adventure|Fantasy|Horror
2280,2371,Fletch (1985),Comedy|Crime|Mystery
2287,2378,Police Academy (1984),Comedy|Crime
2293,2384,Babe: Pig in the City (1998),Adventure|Children|Drama
2300,2391,"Simple Plan, A (1998)",Crime|Drama|Thriller
2302,2393,Star Trek: Insurrection (1998),Action|Drama|Romance|Sci-Fi
2303,2394,"Prince of Egypt, The (1998)",Animation|Musical
2304,2395,Rushmore (1998),Comedy|Drama
2305,2396,Shakespeare in Love (1998),Comedy|Drama|Romance
2311,2402,Rambo: First Blood Part II (1985),Action|Adventure|Thriller
2312,2403,First Blood (Rambo: First Blood) (1982),Action|Adventure|Drama|Thriller
2314,2405,"Jewel of the Nile, The (1985)",Action|Adventure|Comedy|Romance
2315,2406,Romancing the Stone (1984),Action|Adventure|Comedy|Romance
2316,2407,Cocoon (1985),Comedy|Sci-Fi
2318,2409,Rocky II (1979),Action|Drama
2319,2410,Rocky III (1982),Action|Drama
2320,2411,Rocky IV (1985),Action|Drama
2329,2420,"Karate Kid, The (1984)",Drama
2330,2421,"Karate Kid, Part II, The (1986)",Action|Adventure|Drama
2332,2423,Christmas Vacation (National Lampoon's Christmas Vacation) (1989),Comedy
2333,2424,You've Got Mail (1998),Comedy|Romance
2336,2427,"Thin Red Line, The (1998)",Action|Drama|War
2337,2428,"Faculty, The (1998)",Horror|Sci-Fi
2340,2431,Patch Adams (1998),Comedy|Drama
2364,2455,"Fly, The (1986)",Drama|Horror|Sci-Fi|Thriller
2376,2467,"Name of the Rose, The (Name der Rose, Der) (1986)",Crime|Drama|Mystery|Thriller
2379,2470,Crocodile Dundee (1986),Adventure|Comedy
2380,2471,Crocodile Dundee II (1988),Action|Adventure|Comedy
2387,2478,¡Three Amigos! (1986),Comedy|Western
2394,2485,She's All That (1999),Comedy|Romance
2399,2490,Payback (1999),Action|Thriller
2410,2501,October Sky (1999),Drama
2411,2502,Office Space (1999),Comedy|Crime
2437,2528,Logan's Run (1976),Action|Adventure|Sci-Fi
2438,2529,Planet of the Apes (1968),Action|Drama|Sci-Fi
2448,2539,Analyze This (1999),Comedy
2450,2541,Cruel Intentions (1999),Drama
2451,2542,"Lock, Stock & Two Smoking Barrels (1998)",Comedy|Crime|Thriller
2480,2571,"Matrix, The (1999)",Action|Sci-Fi|Thriller
2481,2572,10 Things I Hate About You (1999),Comedy|Romance
2489,2580,Go (1999),Comedy|Crime
2490,2581,Never Been Kissed (1999),Comedy|Romance
2508,2599,Election (1999),Comedy
2509,2600,eXistenZ (1999),Action|Sci-Fi|Thriller
2514,2605,Entrapment (1999),Crime|Thriller
2525,2616,Dick Tracy (1990),Action|Crime
2526,2617,"Mummy, The (1999)",Action|Adventure|Comedy|Fantasy|Horror|Thriller
2537,2628,Star Wars: Episode I - The Phantom Menace (1999),Action|Adventure|Sci-Fi
2549,2640,Superman (1978),Action|Adventure|Sci-Fi
2550,2641,Superman II (1980),Action|Sci-Fi
2565,2657,"Rocky Horror Picture Show, The (1975)",Comedy|Horror|Musical|Sci-Fi
2579,2671,Notting Hill (1999),Comedy|Romance
2591,2683,Austin Powers: The Spy Who Shagged Me (1999),Action|Adventure|Comedy
2594,2686,"Red Violin, The (Violon rouge, Le) (1998)",Drama|Mystery
2595,2687,Tarzan (1999),Adventure|Animation|Children|Drama
2596,2688,"General's Daughter, The (1999)",Crime|Drama|Mystery|Thriller
2600,2692,Run Lola Run (Lola rennt) (1998),Action|Crime
2602,2694,Big Daddy (1999),Comedy
2607,2699,Arachnophobia (1990),Comedy|Horror
2608,2700,"South Park: Bigger, Longer and Uncut (1999)",Animation|Comedy|Musical
2609,2701,Wild Wild West (1999),Action|Comedy|Sci-Fi|Western
2614,2706,American Pie (1999),Comedy|Romance
2615,2707,Arlington Road (1999),Thriller
2618,2710,"Blair Witch Project, The (1999)",Drama|Horror|Thriller
2620,2712,Eyes Wide Shut (1999),Drama|Mystery|Thriller
2624,2716,Ghostbusters (a.k.a. Ghost Busters) (1984),Action|Comedy|Sci-Fi
2625,2717,Ghostbusters II (1989),Comedy|Fantasy|Sci-Fi
2630,2722,Deep Blue Sea (1999),Action|Horror|Sci-Fi|Thriller
2631,2723,Mystery Men (1999),Action|Comedy|Fantasy
2632,2724,Runaway Bride (1999),Comedy|Romance
2636,2728,Spartacus (1960),Action|Drama|Romance|War
2647,2739,"Color Purple, The (1985)",Drama
2654,2746,Little Shop of Horrors (1986),Comedy|Horror|Musical
2669,2761,"Iron Giant, The (1999)",Adventure|Animation|Children|Drama|Sci-Fi
2670,2762,"Sixth Sense, The (1999)",Drama|Horror|Mystery
2671,2763,"Thomas Crown Affair, The (1999)",Action|Mystery
2678,2770,Bowfinger (1999),Comedy
2696,2788,Monty Python's And Now for Something Completely Different (1971),Comedy
2699,2791,Airplane! (1980),Comedy
2703,2795,National Lampoon's Vacation (1983),Comedy
2705,2797,Big (1988),Comedy|Drama|Fantasy|Romance
2712,2804,"Christmas Story, A (1983)",Children|Comedy
2734,2826,"13th Warrior, The (1999)",Action|Adventure|Fantasy
2766,2858,American Beauty (1999),Drama|Romance
2779,2871,Deliverance (1972),Adventure|Drama|Thriller
2780,2872,Excalibur (1981),Adventure|Fantasy
2789,2881,Double Jeopardy (1999),Action|Crime|Drama|Thriller
2798,2890,Three Kings (1999),Action|Adventure|Comedy|Drama|War
2816,2908,Boys Don't Cry (1999),Drama
2823,2915,Risky Business (1983),Comedy
2824,2916,Total Recall (1990),Action|Adventure|Sci-Fi|Thriller
2826,2918,Ferris Bueller's Day Off (1986),Comedy
2852,2944,"Dirty Dozen, The (1967)",Action|Drama|War
2855,2947,Goldfinger (1964),Action|Adventure|Thriller
2856,2948,From Russia with Love (1963),Action|Adventure|Thriller
2857,2949,Dr. No (1962),Action|Adventure|Thriller
2859,2951,"Fistful of Dollars, A (Per un pugno di dollari) (1964)",Action|Western
2861,2953,Home Alone 2: Lost in New York (1992),Children|Comedy
2867,2959,Fight Club (1999),Action|Crime|Drama|Thriller
2876,2968,Time Bandits (1981),Adventure|Comedy|Fantasy|Sci-Fi
2893,2985,RoboCop (1987),Action|Crime|Drama|Sci-Fi|Thriller
2895,2987,Who Framed Roger Rabbit? (1988),Adventure|Animation|Children|Comedy|Crime|Fantasy|Mystery
2905,2997,Being John Malkovich (1999),Comedy|Drama|Fantasy
2908,3000,Princess Mononoke (Mononoke-hime) (1997),Action|Adventure|Animation|Drama|Fantasy
2913,3005,"Bone Collector, The (1999)",Thriller
2914,3006,"Insider, The (1999)",Drama|Thriller
2928,3020,Falling Down (1993),Action|Drama
2940,3033,Spaceballs (1987),Comedy|Sci-Fi
2941,3034,Robin Hood (1973),Adventure|Animation|Children|Comedy|Musical
2946,3039,Trading Places (1983),Comedy
2959,3052,Dogma (1999),Adventure|Comedy|Fantasy
2979,3072,Moonstruck (1987),Comedy|Romance
2988,3081,Sleepy Hollow (1999),Fantasy|Horror|Mystery|Romance
2989,3082,"World Is Not Enough, The (1999)",Action|Adventure|Thriller
2994,3087,Scrooged (1988),Comedy|Fantasy|Romance
3007,3100,"River Runs Through It, A (1992)",Drama
3008,3101,Fatal Attraction (1987),Drama|Thriller
3011,3104,Midnight Run (1988),Action|Comedy|Crime|Thriller
3012,3105,Awakenings (1990),Drama|Mystery
3014,3107,Backdraft (1991),Action|Drama
3015,3108,"Fisher King, The (1991)",Comedy|Drama|Fantasy|Romance
3020,3113,End of Days (1999),Action|Fantasy|Horror|Mystery|Thriller
3021,3114,Toy Story 2 (1999),Adventure|Animation|Children|Comedy|Fantasy
3054,3147,"Green Mile, The (1999)",Crime|Drama
3055,3148,"Cider House Rules, The (1999)",Drama
3064,3157,Stuart Little (1999),Children|Comedy|Fantasy
3067,3160,Magnolia (1999),Drama
3075,3168,Easy Rider (1969),Adventure|Drama
3081,3174,Man on the Moon (1999),Comedy|Drama
3082,3175,Galaxy Quest (1999),Adventure|Comedy|Sci-Fi
3083,3176,"Talented Mr. Ripley, The (1999)",Drama|Mystery|Thriller
3093,3186,"Girl, Interrupted (1999)",Drama
3117,3210,Fast Times at Ridgemont High (1982),Comedy|Drama|Romance
3154,3247,Sister Act (1992),Comedy|Crime
3159,3252,Scent of a Woman (1992),Drama
3160,3253,Wayne's World (1992),Comedy
3161,3254,Wayne's World 2 (1993),Comedy
3162,3255,"League of Their Own, A (1992)",Comedy|Drama
3163,3256,Patriot Games (1992),Action|Crime|Drama|Thriller
3164,3257,"Bodyguard, The (1992)",Drama|Romance|Thriller
3170,3263,White Men Can't Jump (1992),Comedy|Drama
3180,3273,Scream 3 (2000),Comedy|Horror|Mystery|Thriller
3182,3275,"Boondock Saints, The (2000)",Action|Crime|Drama|Thriller
3192,3285,"Beach, The (2000)",Adventure|Drama
3207,3300,Pitch Black (2000),Horror|Sci-Fi|Thriller
3208,3301,"Whole Nine Yards, The (2000)",Comedy|Crime
3224,3317,Wonder Boys (2000),Comedy|Drama
3261,3354,Mission to Mars (2000),Sci-Fi
3267,3361,Bull Durham (1988),Comedy|Drama|Romance
3268,3362,Dog Day Afternoon (1975),Crime|Drama
3269,3363,American Graffiti (1973),Comedy|Drama
3291,3386,JFK (1991),Drama|Mystery|Thriller
3301,3396,"Muppet Movie, The (1979)",Adventure|Children|Comedy|Musical
3313,3408,Erin Brockovich (2000),Drama
3314,3409,Final Destination (2000),Drama|Thriller
3322,3418,Thelma & Louise (1991),Adventure|Crime|Drama
3325,3421,Animal House (1978),Comedy
3328,3424,Do the Right Thing (1989),Drama
3339,3435,Double Indemnity (1944),Crime|Drama|Film-Noir
3352,3448,"Good Morning, Vietnam (1987)",Comedy|Drama|War
3354,3450,Grumpy Old Men (1993),Comedy
3374,3471,Close Encounters of the Third Kind (1977),Adventure|Drama|Sci-Fi
3379,3476,Jacob's Ladder (1990),Horror|Mystery
3384,3481,High Fidelity (2000),Comedy|Drama|Romance
3391,3489,Hook (1991),Adventure|Comedy|Fantasy
3401,3499,Misery (1990),Drama|Horror|Thriller
3406,3504,Network (1976),Comedy|Drama
3412,3510,Frequency (2000),Drama|Thriller
3429,3527,Predator (1987),Action|Sci-Fi|Thriller
3436,3535,American Psycho (2000),Crime|Horror|Mystery|Thriller
3453,3552,Caddyshack (1980),Comedy
3456,3555,U-571 (2000),Action|Thriller|War
3457,3556,"Virgin Suicides, The (1999)",Drama|Romance
3479,3578,Gladiator (2000),Action|Adventure|Drama
3509,3608,Pee-wee's Big Adventure (1985),Adventure|Comedy
3518,3617,Road Trip (2000),Comedy
3524,3623,Mission: Impossible II (2000),Action|Adventure|Thriller
3525,3624,Shanghai Noon (2000),Action|Adventure|Comedy|Western
3570,3671,Blazing Saddles (1974),Comedy|Western
3580,3681,For a Few Dollars More (Per qualche dollaro in più) (1965),Action|Drama|Thriller|Western
3582,3683,Blood Simple (1984),Crime|Drama|Film-Noir
3596,3697,Predator 2 (1990),Action|Sci-Fi|Thriller
3597,3698,"Running Man, The (1987)",Action|Sci-Fi
3601,3702,Mad Max (1979),Action|Adventure|Sci-Fi
3602,3703,"Road Warrior, The (Mad Max 2) (1981)",Action|Adventure|Sci-Fi|Thriller
3603,3704,Mad Max Beyond Thunderdome (1985),Action|Adventure|Sci-Fi
3616,3717,Gone in 60 Seconds (2000),Action|Crime
3639,3740,Big Trouble in Little China (1986),Action|Adventure|Comedy|Fantasy
3644,3745,Titan A.E. (2000),Action|Adventure|Animation|Children|Sci-Fi
3650,3751,Chicken Run (2000),Animation|Children|Comedy
3651,3752,"Me, Myself & Irene (2000)",Adventure|Comedy
3652,3753,"Patriot, The (2000)",Action|Drama|War
3654,3755,"Perfect Storm, The (2000)",Drama|Thriller
3684,3785,Scary Movie (2000),Comedy|Horror
3692,3793,X-Men (2000),Action|Adventure|Sci-Fi
3697,3798,What Lies Beneath (2000),Drama|Horror|Mystery
3708,3809,What About Bob? (1991),Comedy
3723,3825,Coyote Ugly (2000),Comedy|Drama|Romance
3724,3826,Hollow Man (2000),Horror|Sci-Fi|Thriller
3725,3827,Space Cowboys (2000),Action|Adventure|Comedy|Sci-Fi
3760,3863,"Cell, The (2000)",Drama|Horror|Thriller
3765,3868,"Naked Gun: From the Files of Police Squad!, The (1988)",Action|Comedy|Crime|Romance
3779,3882,Bring It On (2000),Comedy
3794,3897,Almost Famous (2000),Drama
3808,3911,Best in Show (2000),Comedy
3813,3916,Remember the Titans (2000),Drama
3844,3948,Meet the Parents (2000),Comedy
3845,3949,Requiem for a Dream (2000),Drama
3863,3967,Billy Elliot (2000),Drama
3865,3969,Pay It Forward (2000),Drama
3873,3977,Charlie's Angels (2000),Action|Comedy
3882,3986,"6th Day, The (2000)",Action|Sci-Fi|Thriller
3884,3988,How the Grinch Stole Christmas (a.k.a. The Grinch) (2000),Children|Comedy|Fantasy
3890,3994,Unbreakable (2000),Drama|Sci-Fi
3892,3996,"Crouching Tiger, Hidden Dragon (Wo hu cang long) (2000)",Action|Drama|Romance
3898,4002,"Planes, Trains & Automobiles (1987)",Comedy
3903,4007,Wall Street (1987),Drama
3907,4011,Snatch (2000),Comedy|Crime|Thriller
3910,4014,Chocolat (2000),Drama|Romance
3911,4015,"Dude, Where's My Car? (2000)",Comedy|Sci-Fi
3912,4016,"Emperor's New Groove, The (2000)",Adventure|Animation|Children|Comedy|Fantasy
3914,4018,What Women Want (2000),Comedy|Romance
3915,4019,Finding Forrester (2000),Drama
3918,4022,Cast Away (2000),Drama
3919,4023,"Family Man, The (2000)",Comedy|Drama|Romance
3921,4025,Miss Congeniality (2000),Comedy|Crime
3923,4027,"O Brother, Where Art Thou? (2000)",Adventure|Comedy|Crime
3930,4034,Traffic (2000),Crime|Drama|Thriller
3965,4069,"Wedding Planner, The (2001)",Comedy|Romance
3981,4085,Beverly Hills Cop (1984),Action|Comedy|Crime|Drama
4001,4105,"Evil Dead, The (1981)",Fantasy|Horror|Thriller
4024,4128,"Lost Boys, The (1987)",Comedy|Horror|Thriller
4044,4148,Hannibal (2001),Horror|Thriller
4119,4223,Enemy at the Gates (2001),Drama|War
4122,4226,Memento (2000),Mystery|Thriller
4128,4232,Spy Kids (2001),Action|Adventure|Children|Comedy
4131,4235,Amores Perros (Love's a Bitch) (2000),Drama|Thriller
4135,4239,Blow (2001),Crime|Drama
4142,4246,Bridget Jones's Diary (2001),Comedy|Drama|Romance
4158,4262,Scarface (1983),Action|Crime|Drama
4165,4270,"Mummy Returns, The (2001)",Action|Adventure|Comedy|Thriller
4194,4299,"Knight's Tale, A (2001)",Action|Comedy|Romance
4201,4306,Shrek (2001),Adventure|Animation|Children|Comedy|Fantasy|Romance
4203,4308,Moulin Rouge (2001),Drama|Musical|Romance
4205,4310,Pearl Harbor (2001),Action|Drama|Romance|War
4216,4321,City Slickers (1991),Comedy|Western
4238,4343,Evolution (2001),Comedy|Sci-Fi
4239,4344,Swordfish (2001),Action|Crime|Drama
4256,4361,Tootsie (1982),Comedy|Romance
4262,4367,Lara Croft: Tomb Raider (2001),Action|Adventure
4264,4369,"Fast and the Furious, The (2001)",Action|Crime|Thriller
4265,4370,A.I. Artificial Intelligence (2001),Adventure|Drama|Sci-Fi
4341,4446,Final Fantasy: The Spirits Within (2001),Adventure|Animation|Fantasy|Sci-Fi
4342,4447,Legally Blonde (2001),Comedy|Romance
4384,4489,Coming to America (1988),Comedy|Romance
4466,4571,Bill & Ted's Excellent Adventure (1989),Adventure|Comedy|Sci-Fi
4533,4638,Jurassic Park III (2001),Action|Adventure|Sci-Fi|Thriller
4536,4641,Ghost World (2001),Comedy|Drama
4538,4643,Planet of the Apes (2001),Action|Adventure|Drama|Sci-Fi
4596,4701,Rush Hour 2 (2001),Action|Comedy
4613,4718,American Pie 2 (2001),Comedy
4615,4720,"Others, The (2001)",Drama|Horror|Mystery|Thriller
4628,4734,Jay and Silent Bob Strike Back (2001),Adventure|Comedy
4670,4776,Training Day (2001),Crime|Drama|Thriller
4710,4816,Zoolander (2001),Comedy
4742,4848,Mulholland Drive (2001),Crime|Drama|Film-Noir|Mystery|Thriller
4749,4855,Dirty Harry (1971),Action|Crime|Thriller
4759,4865,From Hell (2001),Crime|Horror|Mystery|Thriller
4768,4874,K-PAX (2001),Drama|Fantasy|Mystery|Sci-Fi
4772,4878,Donnie Darko (2001),Drama|Mystery|Sci-Fi|Thriller
4780,4886,"Monsters, Inc. (2001)",Adventure|Animation|Children|Comedy|Fantasy
4784,4890,Shallow Hal (2001),Comedy|Fantasy|Romance
4790,4896,Harry Potter and the Sorcerer's Stone (a.k.a. Harry Potter and the Philosopher's Stone) (2001),Adventure|Children|Fantasy
4795,4901,Spy Game (2001),Action|Crime|Drama|Thriller
4857,4963,Ocean's Eleven (2001),Crime|Thriller
4867,4973,"Amelie (Fabuleux destin d'Amélie Poulain, Le) (2001)",Comedy|Romance
4869,4975,Vanilla Sky (2001),Mystery|Romance|Sci-Fi|Thriller
4873,4979,"Royal Tenenbaums, The (2001)",Comedy|Drama
4887,4993,"Lord of the Rings: The Fellowship of the Ring, The (2001)",Adventure|Fantasy
4889,4995,"Beautiful Mind, A (2001)",Drama|Romance
4904,5010,Black Hawk Down (2001),Action|Drama|War
4907,5013,Gosford Park (2001),Comedy|Drama|Mystery
4909,5015,Monster's Ball (2001),Drama|Romance
4954,5060,M*A*S*H (a.k.a. MASH) (1970),Comedy|Drama|War
4958,5064,The Count of Monte Cristo (2002),Action|Adventure|Drama|Thriller
5110,5218,Ice Age (2002),Adventure|Animation|Children|Comedy
5111,5219,Resident Evil (2002),Action|Horror|Sci-Fi|Thriller
5117,5225,And Your Mother Too (Y tu mamá también) (2001),Drama|Romance
5146,5254,Blade II (2002),Action|Horror|Thriller
5158,5266,Panic Room (2002),Thriller
5191,5299,My Big Fat Greek Wedding (2002),Comedy|Romance
5241,5349,Spider-Man (2002),Action|Adventure|Sci-Fi|Thriller
5269,5377,About a Boy (2002),Comedy|Drama|Romance
5270,5378,Star Wars: Episode II - Attack of the Clones (2002),Action|Adventure|Sci-Fi|IMAX
5280,5388,Insomnia (2002),Action|Crime|Drama|Mystery|Thriller
5310,5418,"Bourne Identity, The (2002)",Action|Mystery|Thriller
5336,5444,Lilo & Stitch (2002),Adventure|Animation|Children|Sci-Fi
5337,5445,Minority Report (2002),Action|Crime|Mystery|Sci-Fi|Thriller
5351,5459,Men in Black II (a.k.a. MIIB) (a.k.a. MIB 2) (2002),Action|Comedy|Sci-Fi
5356,5464,Road to Perdition (2002),Crime|Drama
5373,5481,Austin Powers in Goldmember (2002),Comedy
5394,5502,Signs (2002),Horror|Sci-Fi|Thriller
5399,5507,xXx (2002),Action|Crime|Thriller
5420,5528,One Hour Photo (2002),Drama|Thriller
5466,5574,"Transporter, The (2002)",Action|Crime
5508,5618,Spirited Away (Sen to Chihiro no kamikakushi) (2001),Adventure|Animation|Fantasy
5520,5630,Red Dragon (2002),Crime|Mystery|Thriller
5558,5669,Bowling for Columbine (2002),Documentary
5562,5673,Punch-Drunk Love (2002),Comedy|Drama|Romance
5568,5679,"Ring, The (2002)",Horror|Mystery|Thriller
5698,5810,8 Mile (2002),Drama
5704,5816,Harry Potter and the Chamber of Secrets (2002),Adventure|Fantasy
5760,5872,Die Another Day (2002),Action|Adventure|Thriller
5790,5902,Adaptation (2002),Comedy|Drama|Romance
5791,5903,Equilibrium (2002),Action|Sci-Fi|Thriller
5833,5945,About Schmidt (2002),Comedy|Drama
5840,5952,"Lord of the Rings: The Two Towers, The (2002)",Adventure|Fantasy
5842,5954,25th Hour (2002),Crime|Drama
5844,5956,Gangs of New York (2002),Crime|Drama
5859,5971,My Neighbor Totoro (Tonari no Totoro) (1988),Animation|Children|Drama|Fantasy
5877,5989,Catch Me If You Can (2002),Crime|Drama
5879,5991,Chicago (2002),Comedy|Crime|Drama|Musical
5883,5995,"Pianist, The (2002)",Drama|War
5904,6016,City of God (Cidade de Deus) (2002),Action|Adventure|Crime|Drama|Thriller
6043,6155,How to Lose a Guy in 10 Days (2003),Comedy|Romance
6045,6157,Daredevil (2003),Action|Crime
6076,6188,Old School (2003),Comedy
6106,6218,Bend It Like Beckham (2002),Comedy|Drama|Romance
6169,6281,Phone Booth (2002),Drama|Thriller
6175,6287,Anger Management (2003),Comedy
6211,6323,Identity (2003),Crime|Horror|Mystery|Thriller
6221,6333,X2: X-Men United (2003),Action|Adventure|Sci-Fi|Thriller
6238,6350,Laputa: Castle in the Sky (Tenkû no shiro Rapyuta) (1986),Action|Adventure|Animation|Children|Fantasy|Sci-Fi
6247,6365,"Matrix Reloaded, The (2003)",Action|Adventure|Sci-Fi|Thriller|IMAX
6254,6373,Bruce Almighty (2003),Comedy|Drama|Fantasy|Romance
6258,6377,Finding Nemo (2003),Adventure|Animation|Children|Comedy
6259,6378,"Italian Job, The (2003)",Action|Crime
6264,6383,"2 Fast 2 Furious (Fast and the Furious 2, The) (2003)",Action|Crime|Thriller
6379,6502,28 Days Later (2002),Action|Horror|Sci-Fi
6380,6503,Charlie's Angels: Full Throttle (2003),Action|Adventure|Comedy|Crime|Thriller
6411,6534,Hulk (2003),Action|Adventure|Sci-Fi
6414,6537,Terminator 3: Rise of the Machines (2003),Action|Adventure|Sci-Fi
6416,6539,Pirates of the Caribbean: The Curse of the Black Pearl (2003),Action|Adventure|Comedy|Fantasy
6418,6541,"League of Extraordinary Gentlemen, The (a.k.a. LXG) (2003)",Action|Fantasy|Sci-Fi
6442,6565,Seabiscuit (2003),Drama
6585,6708,Matchstick Men (2003),Comedy|Crime|Drama
6588,6711,Lost in Translation (2003),Comedy|Drama|Romance
6631,6754,Underworld (2003),Action|Fantasy|Horror
6664,6787,All the President's Men (1976),Drama|Thriller
6684,6807,Monty Python's The Meaning of Life (1983),Comedy
